metadata_experiment,metadata_species,metadata_pool_id,velocity,angular_velocity
230509_motility_pools_exp1,cs,pools_010_1,20.70653928,424.5199276
230509_motility_pools_exp1,cs,pools_010_2,29.78016673,982.0490794
230509_motility_pools_exp1,cs,pools_011_0,27.42697828,1105.924392
230509_motility_pools_exp1,cs,pools_011_1,15.6240369,1275.958085
230509_motility_pools_exp1,cs,pools_slide3_012_0,55.8049639,457.7901818
230509_motility_pools_exp1,cs,pools_slide3_012_1,39.80088247,728.2012858
230509_motility_pools_exp1,cs,pools_slide3_014_0,28.33590064,1075.533447
230509_motility_pools_exp1,cs,pools_slide3_015_0,26.74851459,1394.488332
230509_motility_pools_exp1,cs,pools_slide3_015_1,61.87043405,514.4196229
230509_motility_pools_exp1,cs,pools_slide3_016_0,59.96155382,432.0502759
230509_motility_pools_exp1,cs,pools_slide3_016_1,18.83480175,1853.596113
230509_motility_pools_exp1,cs,pools_slide3_017_0,38.54831862,945.1176588
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_001_0,88.70499527,567.1898103
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_001_1,55.31421585,934.5166334
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_001_2,115.5299205,633.3297299
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_002_0,94.82364827,427.8687451
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_002_1,100.9408521,529.7028625
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_002_2,94.58872142,519.0178207
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_002_3,63.8700836,1075.504849
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_002_4,4.178570774,1344.010663
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_002_5,27.41208594,2457.062632
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_003_0,118.0036109,499.8206128
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_003_1,100.5949293,606.8896378
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_003_2,128.6379955,594.9353463
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_003_3,,
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_003_4,31.25338125,1336.840042
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_003_5,118.1863876,563.6555166
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_004_0,81.36064787,713.4373653
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_004_1,122.4178193,553.9318242
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_004_2,57.1612911,908.4178148
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_004_3,71.68597323,736.4398333
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_005_0,62.59274906,777.1678422
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_005_1,10.36584215,869.4435054
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_005_2,,
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_005_3,105.4981946,387.0606822
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_005_4,109.9949073,645.7089121
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_005_5,118.0079144,363.8148864
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_006_0,76.88116934,232.7551852
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_006_1,,
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_006_2,,
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_006_3,67.6998447,679.2409696
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_006_4,95.30055819,226.5593169
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_006_5,95.54153355,446.204016
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_007_0,96.79470026,547.9537896
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_007_1,73.99642421,523.7529812
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_007_2,103.6826572,255.362153
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_007_3,,
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_007_4,75.37152556,601.1317777
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_008_0,88.86204113,457.4767357
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_008_1,106.7560458,415.6281424
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_008_2,87.99448942,316.918165
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_008_3,101.4922398,322.3459954
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_008_4,97.82678065,460.786925
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_009_0,73.26639754,595.7441926
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_009_1,84.73552881,482.9666965
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_009_2,84.00448541,416.1382628
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_009_3,122.3897014,222.0372497
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_009_4,92.03753604,578.9886955
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_009_5,107.8464526,659.6699152
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_010_0,130.4463277,589.5423035
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_010_1,57.03671855,543.7855918
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_010_2,48.30162915,641.7647869
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_010_3,89.2488836,544.7899818
230516_motility_pools_exp2,cr,pools_10x_dic_redfilter_010_4,94.12269588,256.9224717
230516_motility_pools_exp2,cs,pools_10x_dic_redfilter_001_0,68.76285621,188.2440946
230516_motility_pools_exp2,cs,pools_10x_dic_redfilter_001_1,30.21429071,1031.42375
230516_motility_pools_exp2,cs,pools_10x_dic_redfilter_001_2,41.77167926,692.9064694
230516_motility_pools_exp2,cs,pools_10x_dic_redfilter_001_3,61.04432165,849.4732265
230516_motility_pools_exp2,cs,pools_10x_dic_redfilter_002_0,40.90727258,561.5469815
230516_motility_pools_exp2,cs,pools_10x_dic_redfilter_002_1,51.57144623,203.0820584
230516_motility_pools_exp2,cs,pools_10x_dic_redfilter_003_0,28.96640114,225.4700904
230516_motility_pools_exp2,cs,pools_10x_dic_redfilter_003_1,47.00637139,799.9124568
230516_motility_pools_exp2,cs,pools_10x_dic_redfilter_004_0,62.59796833,214.0483048
230516_motility_pools_exp2,cs,pools_10x_dic_redfilter_004_1,57.09458651,179.1808152
230516_motility_pools_exp2,cs,pools_10x_dic_redfilter_004_2,108.0194168,371.5456041
230516_motility_pools_exp2,cs,pools_10x_dic_redfilter_004_3,68.4712248,271.0716259
230516_motility_pools_exp2,cs,pools_10x_dic_redfilter_005_0,,
230516_motility_pools_exp2,cs,pools_10x_dic_redfilter_005_1,50.34808632,702.8795034
230516_motility_pools_exp2,cs,pools_10x_dic_redfilter_006_0,38.8669918,635.3280236
230516_motility_pools_exp2,cs,pools_10x_dic_redfilter_006_1,99.07073353,210.4024011
230516_motility_pools_exp2,cs,pools_10x_dic_redfilter_007_0,69.15589017,50.13364569
230516_motility_pools_exp2,cs,pools_10x_dic_redfilter_007_1,65.99754676,251.4550574
230516_motility_pools_exp2,cs,pools_10x_dic_redfilter_007_2,41.7572357,548.7254494
230516_motility_pools_exp2,cs,pools_10x_dic_redfilter_007_3,33.82677291,561.4956854
230516_motility_pools_exp2,cs,pools_10x_dic_redfilter_008_0,67.38086498,299.7809596
230516_motility_pools_exp2,cs,pools_10x_dic_redfilter_008_1,40.2468439,477.3630471
230516_motility_pools_exp2,cs,pools_10x_dic_redfilter_009_0,,
230516_motility_pools_exp2,cs,pools_10x_dic_redfilter_009_1,57.91201692,309.1453318
230516_motility_pools_exp2,cs,pools_10x_dic_redfilter_009_2,73.59840716,352.9797306
230516_motility_pools_exp2,cs,pools_10x_dic_redfilter_009_3,37.9378898,729.4501376
230516_motility_pools_exp2,cs,pools_10x_dic_redfilter_010_0,12.53175544,1749.188825
230516_motility_pools_exp2,cs,pools_10x_dic_redfilter_010_1,71.04505825,187.4361673
230516_motility_pools_exp2,cs,pools_10x_dic_redfilter_011_0,54.51347919,362.0697511
230516_motility_pools_exp2,cs,pools_10x_dic_redfilter_011_1,54.67465382,192.531916
230516_motility_pools_exp2,cs,pools_10x_dic_redfilter_011_2,31.2024734,624.077859
230516_motility_pools_exp2,cs,pools_10x_dic_redfilter_011_3,30.18906156,538.8133896
230516_motility_pools_exp2,cs,pools_10x_dic_redfilter_012_0,4.945055097,1783.184072
230516_motility_pools_exp2,cs,pools_10x_dic_redfilter_012_1,69.00616481,256.6585788
230516_motility_pools_exp2,cs,pools_10x_dic_redfilter_012_2,65.2133032,307.1610654
230516_motility_pools_exp2,cs,pools_10x_dic_redfilter_012_3,26.5041882,1435.363544
230516_motility_pools_exp2,cs,pools_10x_dic_redfilter_012_4,55.20459711,227.6073152
230519_motility_pools_exp3,cr,10x_dic_redfilter_001_0,62.94508735,707.661609
230519_motility_pools_exp3,cr,10x_dic_redfilter_001_1,50.20592252,281.7229209
230519_motility_pools_exp3,cr,10x_dic_redfilter_002_0,,
230519_motility_pools_exp3,cr,10x_dic_redfilter_002_1,61.94180525,384.5666554
230519_motility_pools_exp3,cr,10x_dic_redfilter_002_2,34.91620331,1289.245417
230519_motility_pools_exp3,cr,10x_dic_redfilter_003_0,42.49544318,2548.684969
230519_motility_pools_exp3,cr,10x_dic_redfilter_003_1,63.81520126,502.4230597
230519_motility_pools_exp3,cr,10x_dic_redfilter_003_2,49.27962272,811.5429409
230519_motility_pools_exp3,cr,10x_dic_redfilter_003_3,90.66535972,973.4142969
230519_motility_pools_exp3,cr,10x_dic_redfilter_003_4,,
230519_motility_pools_exp3,cr,10x_dic_redfilter_003_5,49.59493852,282.1249242
230519_motility_pools_exp3,cr,10x_dic_redfilter_003_6,,
230519_motility_pools_exp3,cr,10x_dic_redfilter_003_7,76.6439025,475.1205593
230519_motility_pools_exp3,cr,10x_dic_redfilter_003_8,25.52018984,597.1701275
230519_motility_pools_exp3,cr,10x_dic_redfilter_004_0,64.474734,459.5375867
230519_motility_pools_exp3,cr,10x_dic_redfilter_004_1,56.88557509,539.9087321
230519_motility_pools_exp3,cr,10x_dic_redfilter_004_2,79.70296396,328.8188414
230519_motility_pools_exp3,cr,10x_dic_redfilter_004_3,,
230519_motility_pools_exp3,cr,10x_dic_redfilter_004_4,63.56695321,207.2172733
230519_motility_pools_exp3,cr,10x_dic_redfilter_004_5,66.2644907,256.2930913
230519_motility_pools_exp3,cr,10x_dic_redfilter_004_6,72.06865016,371.8989159
230519_motility_pools_exp3,cr,10x_dic_redfilter_004_7,71.45332404,441.4288937
230519_motility_pools_exp3,cr,10x_dic_redfilter_005_0,28.89812701,859.3126267
230519_motility_pools_exp3,cr,10x_dic_redfilter_005_1,61.88992415,599.1241839
230519_motility_pools_exp3,cr,10x_dic_redfilter_006_0,19.63906862,1080.204015
230519_motility_pools_exp3,cr,10x_dic_redfilter_006_1,18.90792535,2030.3918
230519_motility_pools_exp3,cr,10x_dic_redfilter_006_2,4.385128239,2698.803671
230519_motility_pools_exp3,cr,10x_dic_redfilter_007_0,39.76616257,1779.754672
230519_motility_pools_exp3,cr,10x_dic_redfilter_007_1,2.744916213,1283.272059
230519_motility_pools_exp3,cr,10x_dic_redfilter_008_0,64.44056614,316.1553026
230519_motility_pools_exp3,cr,10x_dic_redfilter_008_1,,
230519_motility_pools_exp3,cr,10x_dic_redfilter_009_0,,
230519_motility_pools_exp3,cr,10x_dic_redfilter_009_1,2.200376514,3491.682406
230519_motility_pools_exp3,cr,10x_dic_redfilter_009_2,,
230519_motility_pools_exp3,cr,10x_dic_redfilter_009_3,32.63602132,1451.126038
230519_motility_pools_exp3,cr,10x_dic_redfilter_009_4,,
230519_motility_pools_exp3,cr,10x_dic_redfilter_009_5,,
230519_motility_pools_exp3,cr,10x_dic_redfilter_010_0,36.22029943,2735.479687
230519_motility_pools_exp3,cr,10x_dic_redfilter_010_1,50.95166789,969.1261343
230519_motility_pools_exp3,cr,10x_dic_redfilter_010_2,27.51242733,2966.267432
230519_motility_pools_exp3,cr,10x_dic_redfilter_010_3,39.88310129,1385.540834
230519_motility_pools_exp3,cr,10x_dic_redfilter_010_4,,
230519_motility_pools_exp3,cr,10x_dic_redfilter_011_0,81.48751099,706.082634
230519_motility_pools_exp3,cr,10x_dic_redfilter_011_1,70.62115492,638.0196881
230519_motility_pools_exp3,cr,10x_dic_redfilter_012_0,74.27654185,305.1885354
230519_motility_pools_exp3,cr,10x_dic_redfilter_012_1,,
230519_motility_pools_exp3,cr,10x_dic_redfilter_012_2,40.08799166,960.5521296
230519_motility_pools_exp3,cr,10x_dic_redfilter_012_3,44.53555509,211.8832235
230519_motility_pools_exp3,cr,10x_dic_redfilter_012_4,,
230519_motility_pools_exp3,cr,10x_dic_redfilter_012_5,47.67244726,238.4630593
230519_motility_pools_exp3,cs,10x_dic_redfilter_001_0,39.46580189,356.2011833
230519_motility_pools_exp3,cs,10x_dic_redfilter_002_0,,
230519_motility_pools_exp3,cs,10x_dic_redfilter_003_0,32.86315489,1033.68949
230519_motility_pools_exp3,cs,10x_dic_redfilter_004_0,34.98640927,839.0090665
230519_motility_pools_exp3,cs,10x_dic_redfilter_005_0,50.72553,456.3814976
230519_motility_pools_exp3,cs,10x_dic_redfilter_005_1,54.32196077,487.5764269
230519_motility_pools_exp3,cs,10x_dic_redfilter_006_0,32.60791103,597.1747706
230519_motility_pools_exp3,cs,10x_dic_redfilter_006_1,20.73217478,1094.626853
230519_motility_pools_exp3,cs,10x_dic_redfilter_007_0,,
230519_motility_pools_exp3,cs,10x_dic_redfilter_008_0,37.91695991,721.9928021
230519_motility_pools_exp3,cs,10x_dic_redfilter_008_1,37.88860213,313.1146927
230519_motility_pools_exp3,cs,10x_dic_redfilter_009_0,51.25580587,287.7495922
230519_motility_pools_exp3,cs,10x_dic_redfilter_010_0,48.00824381,256.8307829
230519_motility_pools_exp3,cs,10x_dic_redfilter_010_1,7.631080501,1221.218257
230519_motility_pools_exp3,cs,10x_dic_redfilter_011_0,56.76127819,296.3780426
230519_motility_pools_exp3,cs,10x_dic_redfilter_012_0,88.91974954,249.4932447
230519_motility_pools_exp3,cs,10x_dic_redfilter_013_0,51.07502996,369.1776198
230519_motility_pools_exp3,cs,10x_dic_redfilter_014_0,23.94333808,631.5057091
230519_motility_pools_exp3,cs,10x_dic_redfilter_015_0,38.06949234,597.4237879
230519_motility_pools_exp3,cs,10x_dic_redfilter_016_0,49.43759981,464.5521384
230519_motility_pools_exp3,cs,10x_dic_redfilter_016_1,85.76493897,204.6742746
230519_motility_pools_exp3,cs,10x_dic_redfilter_017_0,37.65524926,623.0677982
230519_motility_pools_exp3,cs,10x_dic_redfilter_018_0,,
230519_motility_pools_exp3,cs,10x_dic_redfilter_019_0,45.15687969,497.8359483
230519_motility_pools_exp3,cs,10x_dic_redfilter_020_0,20.90378361,343.2972872
230519_motility_pools_exp3,cs,10x_dic_redfilter_020_1,,
230519_motility_pools_exp3,cs,10x_dic_redfilter_021_0,26.52534116,1216.909866
230519_motility_pools_exp3,cs,10x_dic_redfilter_022_0,,
230519_motility_pools_exp3,cs,10x_dic_redfilter_023_0,27.43311,579.6546408
230519_motility_pools_exp3,cs,10x_dic_redfilter_023_1,44.71277574,641.8216026
230519_motility_pools_exp3,cs,10x_dic_redfilter_024_0,27.55261125,493.0306382
230519_motility_pools_exp3,cs,10x_dic_redfilter_025_0,21.4394974,1116.523326
230519_motility_pools_exp3,cs,10x_dic_redfilter_025_1,53.26106447,480.3457281
230519_motility_pools_exp3,cs,10x_dic_redfilter_026_0,38.92291962,571.1824461
230519_motility_pools_exp3,cs,10x_dic_redfilter_027_0,44.73719575,605.6853387
230519_motility_pools_exp3,cs,10x_dic_redfilter_027_1,12.32044773,1112.626306
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_001_0,124.8894706,485.8015186
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_001_1,116.5059455,754.1766397
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_002_0,93.88386592,164.7097758
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_002_1,124.0596351,637.822235
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_002_2,157.8399208,448.0642801
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_003_0,119.5709011,229.2204953
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_003_1,55.7854567,200.9748487
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_003_2,,
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_003_3,2.538357231,2248.445445
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_003_4,25.16885989,614.9019292
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_003_5,,
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_004_0,136.9173547,361.9691286
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_004_1,119.2825854,277.3195683
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_004_2,59.75638502,399.0470753
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_004_3,23.88040702,789.9444825
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_004_4,24.84170448,1099.16957
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_004_5,128.832524,137.6084853
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_004_6,131.9864748,302.2264117
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_004_7,,
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_005_0,82.7630765,268.6435018
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_005_1,111.9647306,203.3644026
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_005_2,144.0309935,164.0224945
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_005_3,,
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_006_0,110.9290583,259.353381
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_006_1,112.8232672,369.515728
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_007_0,112.784773,202.5425851
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_007_1,116.3641213,168.9386467
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_007_2,67.99018182,312.0718678
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_007_3,93.57646913,46.06019412
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_008_0,23.68525881,1513.539481
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_008_1,104.5452477,300.8842992
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_008_2,,
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_008_3,114.5760337,180.6147587
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_008_4,77.98051973,395.2416228
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_008_5,,
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_009_0,101.9307117,251.9728309
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_009_1,119.3341686,349.927793
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_009_2,96.8943301,257.4027549
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_009_3,92.2298047,455.3242231
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_009_4,99.89456455,192.3513211
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_009_5,98.44838514,202.3851491
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_010_0,103.3928184,224.7277013
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_010_1,66.40007803,573.0457776
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_010_2,99.0084706,298.5248006
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_010_3,76.54344867,157.1062774
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_011_0,37.69581573,237.8689621
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_011_1,92.44036016,415.5416248
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_011_2,54.51161053,431.2759677
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_011_3,29.10951588,1140.812039
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_011_4,124.1277224,240.6695519
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_011_5,68.46474599,2593.513886
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_011_6,89.12842068,317.5186769
230523_motility_pools_exp4,cr,pools_10x_dic_redfilter_011_7,55.28320876,835.0024674
230523_motility_pools_exp4,cs,pools_10x_dic_redfilter_001_0,26.93849749,1316.201983
230523_motility_pools_exp4,cs,pools_10x_dic_redfilter_001_1,35.29341463,557.2992603
230523_motility_pools_exp4,cs,pools_10x_dic_redfilter_002_0,38.62078467,945.4535341
230523_motility_pools_exp4,cs,pools_10x_dic_redfilter_003_0,79.27990005,113.2607141
230523_motility_pools_exp4,cs,pools_10x_dic_redfilter_003_1,62.69207895,244.841157
230523_motility_pools_exp4,cs,pools_10x_dic_redfilter_003_2,60.87993274,287.8481974
230523_motility_pools_exp4,cs,pools_10x_dic_redfilter_004_0,45.0965404,317.3190309
230523_motility_pools_exp4,cs,pools_10x_dic_redfilter_005_0,32.06911204,855.9313315
230523_motility_pools_exp4,cs,pools_10x_dic_redfilter_006_0,41.31594348,533.7045403
230523_motility_pools_exp4,cs,pools_10x_dic_redfilter_007_0,65.9808177,547.9973124
230523_motility_pools_exp4,cs,pools_10x_dic_redfilter_008_0,57.76859515,594.5330702
230523_motility_pools_exp4,cs,pools_10x_dic_redfilter_009_0,36.59895088,859.4402517
230523_motility_pools_exp4,cs,pools_10x_dic_redfilter_010_0,56.1544235,428.4499084
230523_motility_pools_exp4,cs,pools_10x_dic_redfilter_011_0,70.95444926,197.9765472
230523_motility_pools_exp4,cs,pools_10x_dic_redfilter_011_1,,
230523_motility_pools_exp4,cs,pools_10x_dic_redfilter_012_0,65.43057508,599.19533
230523_motility_pools_exp4,cs,pools_10x_dic_redfilter_013_0,,
230523_motility_pools_exp4,cs,pools_10x_dic_redfilter_014_0,36.2576609,356.5153853
230523_motility_pools_exp4,cs,pools_10x_dic_redfilter_014_1,50.68739278,450.5338574
230523_motility_pools_exp4,cs,pools_10x_dic_redfilter_015_0,43.53794854,442.4199311
230523_motility_pools_exp4,cs,pools_10x_dic_redfilter_015_1,34.78207407,654.6900496
230523_motility_pools_exp4,cs,pools_10x_dic_redfilter_016_0,26.65519824,956.1558753
230523_motility_pools_exp4,cs,pools_10x_dic_redfilter_017_0,52.28748434,450.1331599
230523_motility_pools_exp4,cs,pools_10x_dic_redfilter_017_1,38.44108628,800.6188138
230523_motility_pools_exp4,cs,pools_10x_dic_redfilter_018_0,50.25739079,464.7287202
230523_motility_pools_exp4,cs,pools_10x_dic_redfilter_018_1,66.35056954,561.1203359
230523_motility_pools_exp4,cs,pools_10x_dic_redfilter_019_0,41.41969891,529.9597107
230523_motility_pools_exp4,cs,pools_10x_dic_redfilter_019_1,33.33542072,348.2547235
230523_motility_pools_exp4,cs,pools_10x_dic_redfilter_020_0,33.61580788,321.9493181
230523_motility_pools_exp4,cs,pools_10x_dic_redfilter_021_0,44.3053105,562.146502
230523_motility_pools_exp4,cs,pools_10x_dic_redfilter_022_0,42.41079549,436.575322
230523_motility_pools_exp4,cs,pools_10x_dic_redfilter_022_1,39.66157057,739.6072824
