Mask File,Volume (cubic microns),Integrated Density,Mean Intensity
processed_Cr_TAP_2x-PK_mito_chloro_031_C2_BGSub.segmentation.tiff,72.91611224515786,3577899482,1175.2562140379725
processed_Cr_TAP_2x-PK_mito_chloro_008_C2_BGSub.segmentation.tiff,47.45489477771183,4243666446,2141.8455569614694
processed_Cr_TAP_2x-PK_mito_chloro_004_C2_BGSub.segmentation.tiff,24.93299691399099,1623763960,1559.826665001585
processed_Cr_TAP_2x-PK_mito_chloro_027_C2_BGSub.segmentation.tiff,120.39222781775321,5440531513,1082.3576844662628
processed_Cr_TAP_2x-PK_mito_chloro_012_C2_BGSub.segmentation.tiff,73.28726059449762,5427727391,1773.8523357167812
processed_Cr_TAP_2x-PK_mito_chloro_019_C2_BGSub.segmentation.tiff,30.672287831788648,2756934734,2152.8225788567047
processed_Cr_TAP_2x-PK_mito_chloro_015_C2_BGSub.segmentation.tiff,48.80346910718883,3212885141,1576.7848247316228
processed_Cr_TAP_2x-PK_mito_chloro_020_C2_BGSub.segmentation.tiff,58.4483203817489,3499572818,1434.0718959310414
processed_Cr_TAP_2x-PK_mito_chloro_003_C2_BGSub.segmentation.tiff,20.30540260400215,1244880968,1468.3992304616404
processed_Cr_TAP_2x-PK_mito_chloro_036_C2_BGSub.segmentation.tiff,27.051842985515417,683143130,604.8431588686578
processed_Cr_TAP_2x-PK_mito_chloro_021_C2_BGSub.segmentation.tiff,54.51636576317876,4511835480,1982.231092990765
processed_Cr_TAP_2x-PK_mito_chloro_018_C2_BGSub.segmentation.tiff,32.112379833105294,2107070297,1571.572636752838
processed_Cr_TAP_2x-PK_mito_chloro_014_C2_BGSub.segmentation.tiff,32.233620988523334,2956828054,2197.075092769962
processed_Cr_TAP_2x-PK_mito_chloro_037_C2_BGSub.segmentation.tiff,57.21691549761071,3950081949,1653.520522903505
processed_Cr_TAP_2x-PK_mito_chloro_002_C2_BGSub.segmentation.tiff,35.90069889082164,1710717070,1141.3089195601065
processed_Cr_TAP_2x-PK_mito_chloro_009_C2_BGSub.segmentation.tiff,82.4696135065286,5256360185,1526.578295670054
processed_Cr_TAP_2x-PK_mito_chloro_005_C2_BGSub.segmentation.tiff,17.595008911672767,1768968050,2408.0107620559256
processed_Cr_TAP_2x-PK_mito_chloro_030_C2_BGSub.segmentation.tiff,31.23578855551843,2504207462,1920.1968667498377
processed_Cr_TAP_2x-PK_mito_chloro_013_C2_BGSub.segmentation.tiff,85.19622218546762,3562150251,1001.4282122645885
processed_Cr_TAP_2x-PK_mito_chloro_026_C2_BGSub.segmentation.tiff,81.11521902676188,6345557560,1873.6797727096905
processed_Cr_TAP_2x-PK_mito_chloro_035_C2_BGSub.segmentation.tiff,82.42983050393094,4346777326,1263.021989679707
processed_Cr_TAP_2x-PK_mito_chloro_023_C2_BGSub.segmentation.tiff,27.01864657275181,1775209469,1573.670997962004
processed_Cr_TAP_2x-PK_mito_chloro_016_C2_BGSub.segmentation.tiff,85.24941788009099,6477084369,1819.7681417450835
processed_Cr_TAP_2x-PK_mito_chloro_011_C2_BGSub.segmentation.tiff,102.09635784526603,6240259679,1463.9300943820267
processed_Cr_TAP_2x-PK_mito_chloro_024_C2_BGSub.segmentation.tiff,51.360766500539135,3416642722,1593.2942772976357
processed_Cr_TAP_2x-PK_mito_chloro_028_C2_BGSub.segmentation.tiff,45.70202358860297,1828059208,958.0380393768133
processed_Cr_TAP_2x-PK_mito_chloro_007_C2_BGSub.segmentation.tiff,64.632697113678,2908344040,1077.7584239017651
processed_Cr_TAP_2x-PK_mito_chloro_032_C2_BGSub.segmentation.tiff,33.987689739420205,416300372,293.36822929916553
processed_Cr_TAP_2x-PK_mito_chloro_025_C2_BGSub.segmentation.tiff,62.573369863017625,2802557280,1072.7360583525867
processed_Cr_TAP_2x-PK_mito_chloro_029_C2_BGSub.segmentation.tiff,48.15736057132218,1961117626,975.3688752149811
processed_Cr_TAP_2x-PK_mito_chloro_010_C2_BGSub.segmentation.tiff,84.35723434802425,4934757901,1401.1074547400215
processed_Cr_TAP_2x-PK_mito_chloro_033_C2_BGSub.segmentation.tiff,57.867934036808194,3760372814,1556.3986742122445
processed_Cr_TAP_2x-PK_mito_chloro_006_C2_BGSub.segmentation.tiff,92.70929372119276,6173427335,1594.8909501306207
processed_Cr_TAP_2x-PK_mito_chloro_001_C2_BGSub.segmentation.tiff,35.90069889082164,1867746071,1246.071187157584
processed_Cr_TAP_2x-PK_mito_chloro_034_C2_BGSub.segmentation.tiff,41.16364763182081,2389320888,1390.23607448663
processed_Cr_TAP_2x-PK_mito_chloro_017_C2_BGSub.segmentation.tiff,78.40999880135669,2912572736,889.6788335036281
processed_Cr_TAP_2x-PK_mito_chloro_022_C2_BGSub.segmentation.tiff,67.51417448304235,2455054805,870.9518688329647
