Filename,Max Depth (micron),Max Height (micron),Max Width (micron)
processed_Cs_TAP_1x-PK_mito_chloro_001_C3_BGSub.segmentation.tiff,5.800000000000001,7.753569582483434,9.17737876729077
processed_Cs_TAP_1x-PK_mito_chloro_010_C3_BGSub.segmentation.tiff,8.200000000000001,9.982140480442744,9.17737876729077
processed_Cs_TAP_1x-PK_mito_chloro_006_C3_BGSub.segmentation.tiff,9.1,9.610711997449526,8.558331295635407
processed_Cs_TAP_1x-PK_mito_chloro_011_C3_BGSub.segmentation.tiff,9.1,9.316664448413228,11.746425774660532
processed_Cs_TAP_1x-PK_mito_chloro_007_C3_BGSub.segmentation.tiff,7.9,8.945235965420009,8.836902657880321
processed_Cs_TAP_1x-PK_mito_chloro_005_C3_BGSub.segmentation.tiff,7.5,7.954760010771427,8.836902657880321
processed_Cs_TAP_1x-PK_mito_chloro_009_C3_BGSub.segmentation.tiff,3.5,5.540474871315507,4.735713158163534
processed_Cs_TAP_1x-PK_mito_chloro_002_C3_BGSub.segmentation.tiff,5.800000000000001,7.753569582483434,9.17737876729077
processed_Cs_TAP_1x-PK_mito_chloro_003_C3_BGSub.segmentation.tiff,1.9000000000000001,0.8976188339002777,1.28452350368488
processed_Cs_TAP_1x-PK_mito_chloro_004_C3_BGSub.segmentation.tiff,8.0,7.47499822023852,9.734521491780598
processed_Cs_TAP_1x-PK_mito_chloro_008_C3_BGSub.segmentation.tiff,6.7,9.053569272959697,7.289283978741911
