Mask File,Volume (cubic microns),Integrated Density,Mean Intensity
processed_Cr_TAP_2x-PK_mito_chloro_032_C3_BGSub.segmentation.tiff,63.99295960652356,1478540441,553.3869803974995
processed_Cr_TAP_2x-PK_mito_chloro_007_C3_BGSub.segmentation.tiff,54.43744644134896,616130262,271.08327316645
processed_Cr_TAP_2x-PK_mito_chloro_028_C3_BGSub.segmentation.tiff,0.6738680181126971,21790355,774.4928025590901
processed_Cr_TAP_2x-PK_mito_chloro_024_C3_BGSub.segmentation.tiff,25.786786615134172,607962034,564.6861792786241
processed_Cr_TAP_2x-PK_mito_chloro_011_C3_BGSub.segmentation.tiff,38.17707223994077,873912362,548.2683660089714
processed_Cr_TAP_2x-PK_mito_chloro_016_C3_BGSub.segmentation.tiff,64.26892574495237,1439962821,536.6339737579211
processed_Cr_TAP_2x-PK_mito_chloro_023_C3_BGSub.segmentation.tiff,2.5047962845639864,22254905,212.80472178926937
processed_Cr_TAP_2x-PK_mito_chloro_035_C3_BGSub.segmentation.tiff,69.34754577554119,776267521,268.1070570056131
processed_Cr_TAP_2x-PK_mito_chloro_022_C3_BGSub.segmentation.tiff,44.22732205161286,303035389,164.10833188469135
processed_Cr_TAP_2x-PK_mito_chloro_017_C3_BGSub.segmentation.tiff,60.1319964507466,462593285,184.25599487931376
processed_Cr_TAP_2x-PK_mito_chloro_034_C3_BGSub.segmentation.tiff,36.843587188992686,506938798,329.5501766589199
processed_Cr_TAP_2x-PK_mito_chloro_001_C3_BGSub.segmentation.tiff,11.715770923328378,191106811,390.6908316654775
processed_Cr_TAP_2x-PK_mito_chloro_006_C3_BGSub.segmentation.tiff,61.17993486896181,1837202348,719.2434361094821
processed_Cr_TAP_2x-PK_mito_chloro_033_C3_BGSub.segmentation.tiff,31.92110526432449,291203304,218.49741512687262
processed_Cr_TAP_2x-PK_mito_chloro_010_C3_BGSub.segmentation.tiff,59.28033840958608,1200416008,485.00814248479725
processed_Cr_TAP_2x-PK_mito_chloro_029_C3_BGSub.segmentation.tiff,24.118918361738196,644885085,640.4016331662034
processed_Cr_TAP_2x-PK_mito_chloro_025_C3_BGSub.segmentation.tiff,31.626864333010662,807679056,611.6607478100584
processed_Cr_TAP_2x-PK_mito_chloro_036_C3_BGSub.segmentation.tiff,33.52634103620759,700030726,500.10232073011736
processed_Cr_TAP_2x-PK_mito_chloro_003_C3_BGSub.segmentation.tiff,62.86365884043102,592938620,225.91132843516016
processed_Cr_TAP_2x-PK_mito_chloro_020_C3_BGSub.segmentation.tiff,72.6445052316374,530246504,174.82477150639116
processed_Cr_TAP_2x-PK_mito_chloro_015_C3_BGSub.segmentation.tiff,50.68548535951658,1430200807,675.8360203100376
processed_Cr_TAP_2x-PK_mito_chloro_019_C3_BGSub.segmentation.tiff,26.659449890056372,1012065161,909.2539934523553
processed_Cr_TAP_2x-PK_mito_chloro_012_C3_BGSub.segmentation.tiff,53.114020909420155,2119441069,955.740722586231
processed_Cr_TAP_2x-PK_mito_chloro_027_C3_BGSub.segmentation.tiff,67.49673798340895,679945945,241.27900279976865
processed_Cr_TAP_2x-PK_mito_chloro_004_C3_BGSub.segmentation.tiff,0.7384645009579057,3467136,112.45251686559419
processed_Cr_TAP_2x-PK_mito_chloro_008_C3_BGSub.segmentation.tiff,47.90618396190516,1298529944,649.2146578640155
processed_Cr_TAP_2x-PK_mito_chloro_031_C3_BGSub.segmentation.tiff,58.09456062957103,1022276678,421.4644101198292
processed_Cr_TAP_2x-PK_mito_chloro_026_C3_BGSub.segmentation.tiff,31.971690274249994,850586181,637.2071661125536
processed_Cr_TAP_2x-PK_mito_chloro_013_C3_BGSub.segmentation.tiff,24.928398276725037,259750256,249.5683658116176
processed_Cr_TAP_2x-PK_mito_chloro_030_C3_BGSub.segmentation.tiff,23.420260814613712,718199169,734.4818982012229
processed_Cr_TAP_2x-PK_mito_chloro_005_C3_BGSub.segmentation.tiff,1.1347855990816236,11231264,237.051520715929
processed_Cr_TAP_2x-PK_mito_chloro_009_C3_BGSub.segmentation.tiff,93.06147269181048,695205584,178.92509502102197
processed_Cr_TAP_2x-PK_mito_chloro_002_C3_BGSub.segmentation.tiff,11.715770923328378,137830330,281.77460538770237
processed_Cr_TAP_2x-PK_mito_chloro_037_C3_BGSub.segmentation.tiff,5.543513516693931,84863451,366.6599740764744
processed_Cr_TAP_2x-PK_mito_chloro_014_C3_BGSub.segmentation.tiff,60.080022269147,1746569036,696.2794814766681
processed_Cr_TAP_2x-PK_mito_chloro_018_C3_BGSub.segmentation.tiff,26.92576368047383,468106560,416.3941536625004
processed_Cr_TAP_2x-PK_mito_chloro_021_C3_BGSub.segmentation.tiff,62.2758236611689,1312404887,504.74994971364663
