Filename,Max Depth (micron),Max Height (micron),Max Width (micron)
processed_Cs_100x-oil-1percent-TAP_010_C3_BGSub.segmentation.tiff,8.1,7.33571821556333,9.053576278701577
processed_Cs_100x-oil-1percent-TAP_006_C3_BGSub.segmentation.tiff,7.7,6.569646376596273,8.867861893497443
processed_Cs_100x-oil-1percent-TAP_001_C3_BGSub.segmentation.tiff,4.0,6.383931991392138,8.287504439734521
processed_Cs_100x-oil-1percent-TAP_022_C3_BGSub.segmentation.tiff,8.1,8.51964742123969,9.076790576852094
processed_Cs_100x-oil-1percent-TAP_017_C3_BGSub.segmentation.tiff,8.1,9.03036198055106,7.753575582272633
processed_Cs_100x-oil-1percent-TAP_016_C3_BGSub.segmentation.tiff,7.6000000000000005,8.658933210142791,6.453574885843689
processed_Cs_100x-oil-1percent-TAP__C3_BGSub.segmentation.tiff,8.1,7.8000041785736665,7.080360935907644
processed_Cs_100x-oil-1percent-TAP_011_C3_BGSub.segmentation.tiff,7.800000000000001,7.614289793369532,8.241075843433487
processed_Cs_100x-oil-1percent-TAP_007_C3_BGSub.segmentation.tiff,6.1000000000000005,5.641074450575598,7.962504265627285
processed_Cs_100x-oil-1percent-TAP_014_C3_BGSub.segmentation.tiff,7.0,6.639289271047823,7.591075495219015
processed_Cs_100x-oil-1percent-TAP_018_C3_BGSub.segmentation.tiff,8.1,9.471433645410881,7.7767898804231494
processed_Cs_100x-oil-1percent-TAP_021_C3_BGSub.segmentation.tiff,7.7,7.266075321111779,6.383931991392138
processed_Cs_100x-oil-1percent-TAP_002_C3_BGSub.segmentation.tiff,8.1,10.423219869582072,8.867861893497443
processed_Cs_100x-oil-1percent-TAP_005_C3_BGSub.segmentation.tiff,8.1,7.567861197068498,8.055361458229353
processed_Cs_100x-oil-1percent-TAP_009_C3_BGSub.segmentation.tiff,8.1,8.194647247132453,9.192862067604679
processed_Cs_100x-oil-1percent-TAP_013_C3_BGSub.segmentation.tiff,6.9,8.194647247132453,9.308933558357262
processed_Cs_100x-oil-1percent-TAP_004_C3_BGSub.segmentation.tiff,7.9,7.0107180414560935,9.726790925066567
processed_Cs_100x-oil-1percent-TAP_008_C3_BGSub.segmentation.tiff,7.9,8.566076017540723,8.821433297196409
processed_Cs_100x-oil-1percent-TAP_012_C3_BGSub.segmentation.tiff,6.6000000000000005,7.8464327748747005,9.308933558357262
processed_Cs_100x-oil-1percent-TAP_020_C3_BGSub.segmentation.tiff,7.9,9.285719260206745,10.07500539732432
processed_Cs_100x-oil-1percent-TAP_015_C3_BGSub.segmentation.tiff,8.0,6.500003482144722,9.123219173153128
processed_Cs_100x-oil-1percent-TAP_019_C3_BGSub.segmentation.tiff,8.1,9.123219173153128,9.192862067604679
processed_Cs_100x-oil-1percent-TAP_003_C3_BGSub.segmentation.tiff,7.7,9.146433471303645,8.426790228637621
