Filename,depth,height,width,species,volume,mito_volume,mito_cell_ratio,chlor_volume,chlor_cell_ratio,a,b,c,eccentricity
processed_Cs_100x-oil-1percent-TAP_007_C3_BGSub.segmentation.tiff,6.1,5.641074451,7.962504266,cs,143.4630194,39.310864822854086,0.274013924,86.00390114,0.599484812,3.981252133,2.820537226,2.809793285,0.708454811
processed_Cs_100x-oil-1percent-TAP_008_C3_BGSub.segmentation.tiff,7.9,8.566076018,8.821433297,cs,312.5696398,56.983077953791664,0.182305223,121.5774153,0.38896105,4.410716649,3.95,1.962631232,0.895546079
processed_Cs_100x-oil-1percent-TAP_009_C3_BGSub.segmentation.tiff,8.1,8.194647247,9.192862068,cs,319.4954285,97.84065010985213,0.306234898,137.7638172,0.431191826,4.596431034,4.05,2.173632501,0.881118409
processed_Cs_100x-oil-1percent-TAP_010_C3_BGSub.segmentation.tiff,8.1,7.335718216,9.053576279,cs,281.6737961,64.13535315520691,0.227693715,114.2744088,0.405697691,4.52678814,3.667859108,2.653039846,0.81025641
processed_Cs_100x-oil-1percent-TAP_011_C3_BGSub.segmentation.tiff,7.8,7.614289793,8.241075843,cs,256.2751743,40.48917763,0.157991026,104.448471,0.40756375,4.120537922,3.807144897,1.576223493,0.923943662
processed_Cs_100x-oil-1percent-TAP_012_C3_BGSub.segmentation.tiff,6.6,7.846432775,9.308933558,cs,252.4147599,35.069208173631345,0.138934855,137.880921,0.546247458,4.654466779,3.3,3.282386479,0.708996359
processed_Cs_100x-oil-1percent-TAP_013_C3_BGSub.segmentation.tiff,6.9,8.194647247,9.308933558,cs,275.599171,63.95918555574168,0.232073215,185.6462678,0.673609674,4.654466779,3.45,3.124349692,0.741223466
processed_Cs_100x-oil-1percent-TAP_014_C3_BGSub.segmentation.tiff,7,6.639289271,7.591075495,cs,184.7232513,68.29127023552505,0.369695042,69.51743768,0.376332904,3.795537748,3.319644636,1.840126704,0.874617737
processed_Cs_100x-oil-1percent-TAP_015_C3_BGSub.segmentation.tiff,8,6.500003482,9.123219173,cs,248.3992653,83.00937529063339,0.334177217,97.8485181,0.393916294,4.561609587,3.250001741,3.200901545,0.712468193
processed_Cs_100x-oil-1percent-TAP_016_C3_BGSub.segmentation.tiff,7.6,8.65893321,6.453574886,cs,222.3703903,64.99495834917141,0.292282431,90.4362219,0.406691834,4.329466605,3.226787443,2.886541855,0.745308311
processed_Cs_100x-oil-1percent-TAP_017_C3_BGSub.segmentation.tiff,8.1,9.030361981,7.753575582,cs,296.9551252,96.96444668381811,0.326528955,125.9287389,0.424066562,4.515180991,3.876787791,2.31460057,0.858611825
processed_Cs_100x-oil-1percent-TAP_018_C3_BGSub.segmentation.tiff,8.1,9.471433645,7.77678988,cs,312.3918731,88.30113957007319,0.282661449,129.92638,0.415908323,4.735716823,3.88839494,2.703220045,0.821078431
processed_Cs_100x-oil-1percent-TAP_019_C3_BGSub.segmentation.tiff,8.1,9.123219173,9.192862068,cs,355.6988765,108.00636667770881,0.30364551,160.4018118,0.450948323,4.596431034,4.05,2.173632501,0.881118409
processed_Cs_100x-oil-1percent-TAP_020_C3_BGSub.segmentation.tiff,7.9,9.28571926,10.0750054,cs,386.9782448,68.96969602618513,0.178226288,175.0214592,0.452277257,5.0375027,3.95,3.12632907,0.784118686
processed_Cs_100x-oil-1percent-TAP_021_C3_BGSub.segmentation.tiff,7.7,7.266075321,6.383931991,cs,187.0154535,61.44002660664353,0.328529143,76.49171301,0.409012793,3.85,3.191965996,2.152638633,0.829082077
processed_Cs_100x-oil-1percent-TAP_022_C3_BGSub.segmentation.tiff,8.1,8.519647421,9.076790577,cs,327.9726121,93.02500719513407,0.28363651,150.1356975,0.457769009,4.538395289,4.05,2.048055613,0.892385908
processed_Cs_TAP_1x-PK_mito_chloro_001_C3_BGSub.segmentation.tiff,5.8,7.753569582,9.177378767,cs,216.0961158,25.197514361726434,0.116603273,34.05583101,0.157595757,4.588689384,2.9,3.556131361,0.631988735
processed_Cs_TAP_1x-PK_mito_chloro_002_C3_BGSub.segmentation.tiff,5.8,7.753569582,9.177378767,cs,216.0961158,25.197514361726434,0.116603273,34.05583101,0.157595757,4.588689384,2.9,3.556131361,0.631988735
processed_Cs_TAP_1x-PK_mito_chloro_003_C3_BGSub.segmentation.tiff,1.9,0.897618834,1.284523504,cs,1.147060263,0.8917284585873051,0.777403322,27.67735346,24.12894453,0.95,0.448809417,0.837299294,0.472430965
processed_Cs_TAP_1x-PK_mito_chloro_004_C3_BGSub.segmentation.tiff,8,7.47499822,9.734521492,cs,304.7995428,65.95377542450231,0.216384102,61.28024264,0.201050966,4.867260746,3.73749911,3.117904356,0.767885533
processed_Cs_TAP_1x-PK_mito_chloro_005_C3_BGSub.segmentation.tiff,7.5,7.954760011,8.836902658,cs,276.0495469,53.42442892,0.193532029,65.47587642,0.237188857,4.418451329,3.75,2.336709684,0.84871366
processed_Cs_TAP_1x-PK_mito_chloro_006_C3_BGSub.segmentation.tiff,9.1,9.610711997,8.558331296,cs,391.90849,66.85319222976864,0.170583679,39.4642835,0.1006977,4.805355999,4.279165648,2.18636402,0.890499195
processed_Cs_TAP_1x-PK_mito_chloro_007_C3_BGSub.segmentation.tiff,7.9,8.945235965,8.836902658,cs,326.9772869,64.87168254409309,0.198398131,46.37126902,0.141818013,4.472617983,3.95,2.098049479,0.883151661
processed_Cs_TAP_1x-PK_mito_chloro_008_C3_BGSub.segmentation.tiff,6.7,9.053569273,7.289283979,cs,231.5144613,24.37481336459997,0.105284194,26.44712219,0.114235292,4.526784637,3.35,3.044549087,0.740039624
processed_Cs_TAP_1x-PK_mito_chloro_009_C3_BGSub.segmentation.tiff,3.5,5.540474871,4.735713158,cs,48.08382916,9.531082904699213,0.198218051,42.86068849,0.891374278,2.770237436,1.75,2.1474905,0.631714805
processed_Cs_TAP_1x-PK_mito_chloro_010_C3_BGSub.segmentation.tiff,8.2,9.98214048,9.177378767,cs,393.3279498,39.08817724825806,0.099378082,63.94932045,0.162585243,4.99107024,4.1,2.846187299,0.821467101
processed_Cs_TAP_1x-PK_mito_chloro_011_C3_BGSub.segmentation.tiff,9.1,9.316664448,11.74642577,cs,521.4422382,130.0864426,0.24947431,111.1515536,0.213161776,5.873212885,4.55,3.713775652,0.774703742
